"purchase_id";"user_id";"item_type";"item_id";"quantity";"total_price";"purchase_date"
4519;874;"notebook";65;4;279.67;"2025-05-09 22:59:29"
4520;281;"pen";66;2;240.4;"2025-05-09 22:59:29"
4521;406;"pen";5;4;355.84;"2025-05-09 22:59:29"
4522;394;"book";97;1;498.73;"2025-05-09 22:59:29"
4523;659;"pen";26;5;471.13;"2025-05-09 22:59:29"
4524;42;"notebook";56;1;11.07;"2025-05-09 22:59:29"
4525;236;"pen";9;3;266.22;"2025-05-09 22:59:29"
4526;662;"notebook";21;1;98.0;"2025-05-09 22:59:29"
4527;606;"pen";58;3;131.12;"2025-05-09 22:59:29"
4528;675;"pen";56;2;127.35;"2025-05-09 22:59:29"
4529;301;"book";60;4;68.7;"2025-05-09 22:59:29"
4530;297;"book";94;5;350.19;"2025-05-09 22:59:29"
4531;733;"notebook";78;3;219.32;"2025-05-09 22:59:29"
4532;425;"pen";17;2;150.09;"2025-05-09 22:59:29"
4533;460;"pen";95;4;235.87;"2025-05-09 22:59:29"
4534;470;"book";22;1;475.2;"2025-05-09 22:59:29"
4535;294;"pen";10;2;157.71;"2025-05-09 22:59:29"
4536;77;"pen";86;4;252.16;"2025-05-09 22:59:29"
4537;573;"pen";72;4;55.9;"2025-05-09 22:59:29"
4538;70;"pen";37;2;59.08;"2025-05-09 22:59:29"
4539;771;"notebook";62;4;388.01;"2025-05-09 22:59:29"
4540;25;"notebook";13;3;252.62;"2025-05-09 22:59:29"
4541;503;"notebook";26;1;179.76;"2025-05-09 22:59:29"
4542;631;"notebook";31;3;365.06;"2025-05-09 22:59:29"
4543;310;"book";1;5;244.94;"2025-05-09 22:59:29"
4544;918;"notebook";11;3;385.65;"2025-05-09 22:59:29"
4545;192;"pen";58;1;66.05;"2025-05-09 22:59:29"
4546;880;"book";96;4;79.35;"2025-05-09 22:59:29"
4547;180;"notebook";9;4;146.75;"2025-05-09 22:59:29"
4548;283;"book";57;5;138.65;"2025-05-09 22:59:29"
4549;80;"pen";89;3;229.85;"2025-05-09 22:59:29"
4550;517;"notebook";57;5;318.99;"2025-05-09 22:59:29"
4551;203;"pen";93;5;474.13;"2025-05-09 22:59:29"
4552;263;"notebook";65;3;408.21;"2025-05-09 22:59:29"
4553;277;"pen";60;4;21.1;"2025-05-09 22:59:29"
4554;710;"notebook";7;5;473.96;"2025-05-09 22:59:29"
4555;692;"book";45;3;467.3;"2025-05-09 22:59:29"
4556;478;"book";73;4;211.99;"2025-05-09 22:59:29"
4557;698;"notebook";29;4;401.4;"2025-05-09 22:59:29"
4558;541;"notebook";57;3;299.0;"2025-05-09 22:59:29"
4559;741;"pen";11;4;303.21;"2025-05-09 22:59:29"
4560;422;"pen";47;2;240.76;"2025-05-09 22:59:29"
4561;317;"book";76;1;42.71;"2025-05-09 22:59:29"
4562;225;"book";50;1;377.62;"2025-05-09 22:59:29"
4563;808;"pen";83;2;465.01;"2025-05-09 22:59:29"
4564;377;"notebook";22;4;369.73;"2025-05-09 22:59:29"
4565;800;"pen";2;1;301.29;"2025-05-09 22:59:29"
4566;614;"pen";20;2;223.86;"2025-05-09 22:59:29"
4567;237;"pen";50;5;279.17;"2025-05-09 22:59:29"
4568;641;"book";95;4;44.31;"2025-05-09 22:59:29"
4569;88;"book";80;5;265.99;"2025-05-09 22:59:29"
4570;363;"pen";75;4;264.14;"2025-05-09 22:59:29"
4571;875;"pen";12;3;295.59;"2025-05-09 22:59:29"
4572;705;"book";1;3;452.92;"2025-05-09 22:59:29"
4573;435;"notebook";11;2;418.32;"2025-05-09 22:59:29"
4574;628;"pen";91;1;307.44;"2025-05-09 22:59:29"
4575;292;"notebook";44;4;358.98;"2025-05-09 22:59:29"
4576;468;"notebook";66;1;66.55;"2025-05-09 22:59:29"
4577;7;"pen";26;4;449.03;"2025-05-09 22:59:29"
4578;844;"book";69;4;486.75;"2025-05-09 22:59:29"
4579;447;"book";32;3;84.69;"2025-05-09 22:59:29"
4580;279;"pen";10;5;241.66;"2025-05-09 22:59:29"
4581;702;"pen";11;1;410.23;"2025-05-09 22:59:29"
4582;696;"notebook";54;4;433.42;"2025-05-09 22:59:29"
4583;785;"book";58;1;125.69;"2025-05-09 22:59:29"
4584;634;"pen";27;3;493.58;"2025-05-09 22:59:29"
4585;226;"book";33;5;197.97;"2025-05-09 22:59:29"
4586;202;"book";33;4;324.84;"2025-05-09 22:59:29"
4587;547;"book";33;3;165.91;"2025-05-09 22:59:29"
4588;240;"book";16;1;55.3;"2025-05-09 22:59:29"
4589;975;"book";36;3;468.17;"2025-05-09 22:59:29"
4590;196;"pen";57;2;123.12;"2025-05-09 22:59:29"
4591;492;"book";35;4;226.95;"2025-05-09 22:59:29"
4592;727;"book";33;2;92.75;"2025-05-09 22:59:29"
4593;779;"book";30;5;38.56;"2025-05-09 22:59:29"
4594;319;"book";47;2;162.61;"2025-05-09 22:59:29"
4595;257;"pen";74;1;63.44;"2025-05-09 22:59:29"
4596;672;"pen";49;2;99.87;"2025-05-09 22:59:29"
4597;322;"notebook";15;5;47.28;"2025-05-09 22:59:29"
4598;161;"notebook";16;4;128.92;"2025-05-09 22:59:29"
4599;484;"notebook";23;1;50.53;"2025-05-09 22:59:29"
4600;171;"notebook";56;5;359.85;"2025-05-09 22:59:29"
4601;480;"notebook";62;2;105.68;"2025-05-09 22:59:29"
4602;974;"pen";21;5;80.69;"2025-05-09 22:59:29"
4603;536;"notebook";90;5;335.14;"2025-05-09 22:59:29"
4604;17;"notebook";58;4;458.16;"2025-05-09 22:59:29"
4605;769;"pen";23;5;483.12;"2025-05-09 22:59:29"
4606;4;"book";36;4;58.81;"2025-05-09 22:59:29"
4607;629;"pen";68;3;479.78;"2025-05-09 22:59:29"
4608;882;"book";13;4;392.0;"2025-05-09 22:59:29"
4609;66;"book";68;2;373.07;"2025-05-09 22:59:29"
4610;589;"pen";4;2;12.09;"2025-05-09 22:59:29"
4611;507;"pen";77;4;227.95;"2025-05-09 22:59:29"
4612;831;"notebook";60;5;118.11;"2025-05-09 22:59:29"
4613;52;"book";88;1;328.17;"2025-05-09 22:59:29"
4614;264;"book";46;1;425.76;"2025-05-09 22:59:29"
4615;63;"book";1;4;224.28;"2025-05-09 22:59:29"
4616;15;"book";28;1;140.36;"2025-05-09 22:59:29"
4617;635;"book";60;1;416.12;"2025-05-09 22:59:29"
4618;402;"notebook";44;5;369.01;"2025-05-09 22:59:29"
4619;338;"book";5;3;93.71;"2025-05-09 22:59:29"
4620;238;"pen";89;5;134.29;"2025-05-09 22:59:29"
4621;712;"book";87;2;91.39;"2025-05-09 22:59:29"
4622;660;"notebook";37;3;218.81;"2025-05-09 22:59:29"
4623;11;"pen";82;2;360.97;"2025-05-09 22:59:29"
4624;973;"notebook";25;3;87.87;"2025-05-09 22:59:29"
4625;164;"book";84;1;251.98;"2025-05-09 22:59:29"
4626;649;"pen";84;5;261.19;"2025-05-09 22:59:29"
4627;786;"book";19;3;417.3;"2025-05-09 22:59:29"
4628;479;"notebook";17;4;297.59;"2025-05-09 22:59:29"
4629;899;"book";70;2;491.42;"2025-05-09 22:59:29"
4630;572;"book";39;1;233.8;"2025-05-09 22:59:29"
4631;398;"notebook";23;2;47.25;"2025-05-09 22:59:29"
4632;663;"pen";47;2;49.15;"2025-05-09 22:59:29"
4633;872;"pen";37;2;130.47;"2025-05-09 22:59:29"
4634;318;"pen";38;3;431.89;"2025-05-09 22:59:29"
4635;678;"pen";1;3;210.74;"2025-05-09 22:59:29"
4636;892;"pen";71;4;389.72;"2025-05-09 22:59:29"
4637;656;"pen";35;1;313.58;"2025-05-09 22:59:29"
4638;582;"notebook";65;1;371.93;"2025-05-09 22:59:29"
4639;949;"book";21;1;90.86;"2025-05-09 22:59:29"
4640;729;"pen";33;3;389.46;"2025-05-09 22:59:29"
4641;978;"book";75;1;134.19;"2025-05-09 22:59:29"
4642;761;"notebook";8;3;110.69;"2025-05-09 22:59:29"
4643;232;"pen";21;2;476.77;"2025-05-09 22:59:29"
4644;804;"notebook";30;5;57.91;"2025-05-09 22:59:29"
4645;594;"pen";18;2;195.24;"2025-05-09 22:59:29"
4646;707;"notebook";64;5;377.85;"2025-05-09 22:59:29"
4647;49;"notebook";51;4;438.46;"2025-05-09 22:59:29"
4648;316;"pen";6;2;66.33;"2025-05-09 22:59:29"
4649;501;"notebook";72;1;305.83;"2025-05-09 22:59:29"
4650;734;"pen";2;2;388.41;"2025-05-09 22:59:29"
4651;599;"notebook";58;3;490.73;"2025-05-09 22:59:29"
4652;563;"book";47;3;479.57;"2025-05-09 22:59:29"
4653;81;"pen";5;1;121.89;"2025-05-09 22:59:29"
4654;580;"notebook";94;5;352.1;"2025-05-09 22:59:29"
4655;743;"notebook";86;5;485.99;"2025-05-09 22:59:29"
4656;324;"book";76;2;326.42;"2025-05-09 22:59:29"
4657;360;"book";46;1;405.73;"2025-05-09 22:59:29"
4658;350;"notebook";27;3;356.19;"2025-05-09 22:59:29"
4659;112;"book";7;2;458.16;"2025-05-09 22:59:29"
4660;353;"notebook";78;1;248.93;"2025-05-09 22:59:29"
4661;553;"notebook";30;4;93.08;"2025-05-09 22:59:29"
4662;103;"book";59;5;331.3;"2025-05-09 22:59:29"
4663;962;"pen";17;5;98.15;"2025-05-09 22:59:29"
4664;127;"book";96;3;301.44;"2025-05-09 22:59:29"
4665;498;"pen";68;5;223.98;"2025-05-09 22:59:29"
4666;623;"pen";24;4;307.72;"2025-05-09 22:59:29"
4667;67;"book";40;5;26.77;"2025-05-09 22:59:29"
4668;970;"pen";10;3;266.49;"2025-05-09 22:59:29"
4669;802;"notebook";8;4;387.42;"2025-05-09 22:59:29"
4670;587;"book";94;3;400.24;"2025-05-09 22:59:29"
4671;832;"pen";74;2;389.59;"2025-05-09 22:59:29"
4672;607;"notebook";12;3;110.2;"2025-05-09 22:59:29"
4673;851;"pen";86;4;200.39;"2025-05-09 22:59:29"
4674;327;"pen";70;4;358.44;"2025-05-09 22:59:29"
4675;176;"book";26;3;224.13;"2025-05-09 22:59:29"
4676;215;"notebook";2;3;152.84;"2025-05-09 22:59:29"
4677;570;"book";44;5;299.78;"2025-05-09 22:59:29"
4678;354;"book";35;4;123.07;"2025-05-09 22:59:29"
4679;794;"book";29;5;130.94;"2025-05-09 22:59:29"
4680;349;"notebook";17;3;484.14;"2025-05-09 22:59:29"
4681;618;"pen";88;2;452.27;"2025-05-09 22:59:29"
4682;556;"pen";29;4;113.62;"2025-05-09 22:59:29"
4683;928;"book";50;4;218.3;"2025-05-09 22:59:29"
4684;762;"notebook";66;5;345.17;"2025-05-09 22:59:29"
4685;615;"pen";8;3;101.04;"2025-05-09 22:59:29"
4686;286;"pen";90;1;168.55;"2025-05-09 22:59:29"
4687;30;"pen";10;4;468.62;"2025-05-09 22:59:29"
4688;259;"notebook";91;2;414.07;"2025-05-09 22:59:29"
4689;454;"book";50;5;27.22;"2025-05-09 22:59:29"
4690;32;"pen";19;3;135.23;"2025-05-09 22:59:29"
4691;669;"pen";17;1;410.46;"2025-05-09 22:59:29"
4692;287;"notebook";6;3;314.36;"2025-05-09 22:59:29"
4693;382;"pen";34;2;427.2;"2025-05-09 22:59:29"
4694;76;"book";13;2;365.71;"2025-05-09 22:59:29"
4695;44;"notebook";67;3;26.2;"2025-05-09 22:59:29"
4696;172;"notebook";68;3;272.4;"2025-05-09 22:59:29"
4697;153;"book";10;1;12.61;"2025-05-09 22:59:29"
4698;39;"notebook";24;4;230.96;"2025-05-09 22:59:29"
4699;616;"pen";44;1;126.25;"2025-05-09 22:59:29"
4700;378;"notebook";58;2;427.01;"2025-05-09 22:59:29"
4701;141;"book";97;5;349.03;"2025-05-09 22:59:29"
4702;488;"notebook";46;1;198.0;"2025-05-09 22:59:29"
4703;555;"pen";22;4;283.81;"2025-05-09 22:59:29"
4704;593;"notebook";72;5;297.74;"2025-05-09 22:59:29"
4705;704;"book";71;2;86.87;"2025-05-09 22:59:29"
4706;744;"book";62;1;129.59;"2025-05-09 22:59:29"
4707;208;"book";12;1;12.76;"2025-05-09 22:59:29"
4708;174;"notebook";7;5;90.08;"2025-05-09 22:59:29"
4709;516;"book";53;1;302.47;"2025-05-09 22:59:29"
4710;818;"notebook";58;2;250.29;"2025-05-09 22:59:29"
4711;83;"notebook";18;4;429.25;"2025-05-09 22:59:29"
4712;711;"book";71;4;379.37;"2025-05-09 22:59:29"
4713;881;"pen";95;3;135.53;"2025-05-09 22:59:29"
4714;36;"book";33;3;408.69;"2025-05-09 22:59:29"
4715;321;"pen";57;4;174.08;"2025-05-09 22:59:29"
4716;819;"notebook";32;5;474.39;"2025-05-09 22:59:29"
4717;849;"notebook";19;3;475.2;"2025-05-09 22:59:29"
4718;640;"book";40;2;437.9;"2025-05-09 22:59:29"
4719;131;"notebook";8;1;316.93;"2025-05-09 22:59:29"
4720;764;"pen";20;1;66.92;"2025-05-09 22:59:29"
4721;423;"book";43;4;62.64;"2025-05-09 22:59:29"
4722;667;"pen";18;2;223.58;"2025-05-09 22:59:29"
4723;467;"notebook";67;2;403.58;"2025-05-09 22:59:29"
4724;883;"notebook";24;2;106.53;"2025-05-09 22:59:29"
4725;847;"notebook";65;4;258.7;"2025-05-09 22:59:29"
4726;909;"pen";83;4;74.9;"2025-05-09 22:59:29"
4727;657;"pen";8;5;167.46;"2025-05-09 22:59:29"
4728;424;"notebook";39;2;253.07;"2025-05-09 22:59:29"
4729;597;"pen";93;1;67.23;"2025-05-09 22:59:29"
4730;931;"book";90;2;440.02;"2025-05-09 22:59:29"
4731;218;"pen";66;5;281.37;"2025-05-09 22:59:29"
4732;855;"book";63;5;438.95;"2025-05-09 22:59:29"
4733;997;"pen";2;3;208.35;"2025-05-09 22:59:29"
4734;532;"pen";56;1;468.42;"2025-05-09 22:59:29"
4735;999;"book";77;5;61.87;"2025-05-09 22:59:29"
4736;332;"notebook";14;5;270.31;"2025-05-09 22:59:29"
4737;680;"notebook";92;3;322.95;"2025-05-09 22:59:29"
4738;803;"notebook";89;1;27.39;"2025-05-09 22:59:29"
4739;311;"notebook";73;2;224.38;"2025-05-09 22:59:29"
4740;722;"book";80;2;102.98;"2025-05-09 22:59:29"
4741;494;"book";44;1;327.94;"2025-05-09 22:59:29"
4742;784;"pen";37;5;100.47;"2025-05-09 22:59:29"
4743;3;"pen";19;5;389.06;"2025-05-09 22:59:29"
4744;956;"book";8;3;198.59;"2025-05-09 22:59:29"
4745;12;"pen";68;2;184.11;"2025-05-09 22:59:29"
4746;715;"notebook";68;3;351.96;"2025-05-09 22:59:29"
4747;421;"notebook";16;2;300.46;"2025-05-09 22:59:29"
4748;927;"pen";91;3;397.55;"2025-05-09 22:59:29"
4749;896;"pen";92;2;143.57;"2025-05-09 22:59:29"
4750;249;"notebook";95;3;224.42;"2025-05-09 22:59:29"
4751;954;"notebook";84;4;16.03;"2025-05-09 22:59:29"
4752;578;"notebook";68;3;391.32;"2025-05-09 22:59:29"
4753;33;"book";69;4;464.67;"2025-05-09 22:59:29"
4754;24;"book";51;4;123.22;"2025-05-09 22:59:29"
4755;300;"notebook";86;3;55.0;"2025-05-09 22:59:29"
4756;347;"notebook";9;5;393.51;"2025-05-09 22:59:29"
4757;393;"pen";11;1;19.07;"2025-05-09 22:59:29"
4758;575;"notebook";38;2;476.72;"2025-05-09 22:59:29"
4759;775;"book";73;2;110.0;"2025-05-09 22:59:29"
4760;721;"book";36;1;426.36;"2025-05-09 22:59:29"
4761;132;"notebook";98;4;461.83;"2025-05-09 22:59:29"
4762;154;"book";73;4;233.48;"2025-05-09 22:59:29"
4763;676;"book";15;3;374.69;"2025-05-09 22:59:29"
4764;200;"pen";80;4;177.63;"2025-05-09 22:59:29"
4765;352;"pen";38;3;36.34;"2025-05-09 22:59:29"
4766;600;"notebook";65;2;365.58;"2025-05-09 22:59:29"
4767;337;"pen";1;1;279.58;"2025-05-09 22:59:29"
4768;648;"pen";42;5;464.96;"2025-05-09 22:59:29"
4769;290;"book";91;1;454.16;"2025-05-09 22:59:29"
4770;811;"book";5;4;354.11;"2025-05-09 22:59:29"
4771;566;"book";94;1;232.69;"2025-05-09 22:59:29"
4772;548;"book";22;4;499.14;"2025-05-09 22:59:29"
4773;911;"notebook";4;4;297.49;"2025-05-09 22:59:29"
4774;440;"notebook";88;2;199.79;"2025-05-09 22:59:29"
4775;117;"book";47;2;171.64;"2025-05-09 22:59:29"
4776;632;"pen";10;4;388.43;"2025-05-09 22:59:29"
4777;385;"book";85;1;98.7;"2025-05-09 22:59:29"
4778;603;"pen";80;3;272.52;"2025-05-09 22:59:29"
4779;121;"notebook";100;2;59.82;"2025-05-09 22:59:29"
4780;151;"notebook";97;2;245.23;"2025-05-09 22:59:29"
4781;499;"pen";41;2;217.65;"2025-05-09 22:59:29"
4782;450;"book";39;3;240.56;"2025-05-09 22:59:29"
4783;443;"notebook";49;1;43.09;"2025-05-09 22:59:29"
4784;68;"book";88;2;35.77;"2025-05-09 22:59:29"
4785;754;"book";11;4;288.57;"2025-05-09 22:59:29"
4786;384;"pen";84;4;371.95;"2025-05-09 22:59:29"
4787;936;"notebook";53;2;165.51;"2025-05-09 22:59:29"
4788;157;"pen";31;1;20.69;"2025-05-09 22:59:29"
4789;977;"pen";64;3;391.0;"2025-05-09 22:59:29"
4790;674;"book";11;4;465.95;"2025-05-09 22:59:29"
4791;143;"notebook";77;4;101.38;"2025-05-09 22:59:29"
4792;574;"notebook";65;4;301.46;"2025-05-09 22:59:29"
4793;799;"notebook";49;5;457.45;"2025-05-09 22:59:29"
4794;889;"notebook";97;5;26.99;"2025-05-09 22:59:29"
4795;625;"book";2;2;465.57;"2025-05-09 22:59:29"
4796;458;"pen";56;2;54.05;"2025-05-09 22:59:29"
4797;591;"pen";76;3;268.42;"2025-05-09 22:59:29"
4798;407;"notebook";23;2;310.62;"2025-05-09 22:59:29"
4799;334;"book";60;1;359.18;"2025-05-09 22:59:29"
4800;339;"book";22;2;367.28;"2025-05-09 22:59:29"
4801;886;"notebook";90;1;194.54;"2025-05-09 22:59:29"
4802;828;"notebook";14;1;67.53;"2025-05-09 22:59:29"
4803;544;"book";5;2;385.25;"2025-05-09 22:59:29"
4804;709;"notebook";17;4;91.78;"2025-05-09 22:59:29"
4805;239;"pen";73;4;116.03;"2025-05-09 22:59:29"
4806;486;"book";62;5;352.91;"2025-05-09 22:59:29"
4807;796;"notebook";78;3;261.61;"2025-05-09 22:59:29"
4808;658;"notebook";74;1;224.84;"2025-05-09 22:59:29"
4809;732;"notebook";68;5;399.37;"2025-05-09 22:59:29"
4810;222;"book";7;1;30.78;"2025-05-09 22:59:29"
4811;448;"book";25;5;100.02;"2025-05-09 22:59:29"
4812;943;"notebook";33;4;292.86;"2025-05-09 22:59:29"
4813;125;"notebook";2;5;70.78;"2025-05-09 22:59:29"
4814;513;"book";21;4;395.02;"2025-05-09 22:59:29"
4815;414;"notebook";9;4;238.69;"2025-05-09 22:59:29"
4816;624;"book";14;2;222.78;"2025-05-09 22:59:29"
4817;101;"book";1;5;80.29;"2025-05-09 22:59:29"
4818;487;"book";71;5;24.91;"2025-05-09 22:59:29"
4819;98;"notebook";27;2;410.06;"2025-05-09 22:59:29"
4820;538;"book";11;1;291.55;"2025-05-09 22:59:29"
4821;833;"pen";1;5;478.25;"2025-05-09 22:59:29"
4822;906;"notebook";10;1;122.5;"2025-05-09 22:59:29"
4823;774;"notebook";50;5;178.88;"2025-05-09 22:59:29"
4824;916;"notebook";10;5;314.41;"2025-05-09 22:59:29"
4825;907;"book";99;3;92.88;"2025-05-09 22:59:29"
4826;559;"pen";33;5;349.94;"2025-05-09 22:59:29"
4827;617;"pen";24;1;137.14;"2025-05-09 22:59:29"
4828;913;"notebook";80;5;402.94;"2025-05-09 22:59:29"
4829;73;"pen";7;5;29.41;"2025-05-09 22:59:29"
4830;124;"pen";16;5;320.98;"2025-05-09 22:59:29"
4831;46;"notebook";65;1;245.11;"2025-05-09 22:59:29"
4832;122;"book";35;2;93.07;"2025-05-09 22:59:29"
4833;82;"book";15;2;148.85;"2025-05-09 22:59:29"
4834;150;"pen";6;1;236.53;"2025-05-09 22:59:29"
4835;653;"notebook";31;4;314.39;"2025-05-09 22:59:29"
4836;358;"notebook";7;2;316.81;"2025-05-09 22:59:29"
4837;493;"book";33;3;230.0;"2025-05-09 22:59:29"
4838;146;"notebook";65;5;147.27;"2025-05-09 22:59:29"
4839;431;"notebook";49;5;362.43;"2025-05-09 22:59:29"
4840;224;"book";29;1;14.32;"2025-05-09 22:59:29"
4841;253;"pen";58;2;384.55;"2025-05-09 22:59:29"
4842;505;"notebook";39;1;240.17;"2025-05-09 22:59:29"
4843;233;"notebook";45;2;110.96;"2025-05-09 22:59:29"
4844;846;"book";92;2;315.36;"2025-05-09 22:59:29"
4845;809;"book";57;5;41.08;"2025-05-09 22:59:29"
4846;469;"pen";15;2;145.92;"2025-05-09 22:59:29"
4847;983;"pen";93;3;12.43;"2025-05-09 22:59:29"
4848;805;"pen";81;5;124.19;"2025-05-09 22:59:29"
4849;924;"pen";20;5;270.43;"2025-05-09 22:59:29"
4850;430;"book";38;2;217.33;"2025-05-09 22:59:29"
4851;289;"book";63;3;49.86;"2025-05-09 22:59:29"
4852;876;"pen";92;4;317.19;"2025-05-09 22:59:29"
4853;388;"book";69;1;226.36;"2025-05-09 22:59:29"
4854;567;"notebook";20;2;339.32;"2025-05-09 22:59:29"
4855;995;"pen";5;2;382.29;"2025-05-09 22:59:29"
4856;449;"pen";6;2;91.59;"2025-05-09 22:59:29"
4857;598;"book";69;2;290.82;"2025-05-09 22:59:29"
4858;198;"notebook";70;5;53.85;"2025-05-09 22:59:29"
4859;284;"notebook";43;2;142.33;"2025-05-09 22:59:29"
4860;381;"pen";31;2;197.8;"2025-05-09 22:59:29"
4861;27;"book";53;2;296.87;"2025-05-09 22:59:29"
4862;60;"book";38;1;382.99;"2025-05-09 22:59:29"
4863;293;"book";14;5;338.79;"2025-05-09 22:59:29"
4864;527;"notebook";56;1;253.47;"2025-05-09 22:59:29"
4865;214;"pen";45;1;47.23;"2025-05-09 22:59:29"
4866;160;"book";40;3;408.49;"2025-05-09 22:59:29"
4867;403;"book";91;4;396.35;"2025-05-09 22:59:29"
4868;985;"notebook";88;5;290.17;"2025-05-09 22:59:29"
4869;520;"pen";97;5;132.87;"2025-05-09 22:59:29"
4870;136;"notebook";6;5;351.72;"2025-05-09 22:59:29"
4871;972;"pen";80;2;446.22;"2025-05-09 22:59:29"
4872;328;"notebook";74;4;435.23;"2025-05-09 22:59:29"
4873;871;"pen";92;1;279.32;"2025-05-09 22:59:29"
4874;320;"pen";23;2;124.91;"2025-05-09 22:59:29"
4875;862;"book";48;2;458.36;"2025-05-09 22:59:29"
4876;964;"notebook";12;2;429.94;"2025-05-09 22:59:29"
4877;748;"pen";30;4;423.23;"2025-05-09 22:59:29"
4878;939;"notebook";40;1;421.92;"2025-05-09 22:59:29"
4879;926;"book";46;4;25.92;"2025-05-09 22:59:29"
4880;940;"book";55;2;35.95;"2025-05-09 22:59:29"
4881;418;"book";11;4;272.88;"2025-05-09 22:59:29"
4882;588;"pen";24;1;366.21;"2025-05-09 22:59:29"
4883;903;"pen";66;1;447.45;"2025-05-09 22:59:29"
4884;268;"notebook";8;3;172.67;"2025-05-09 22:59:29"
4885;137;"book";67;5;283.91;"2025-05-09 22:59:29"
4886;984;"book";68;1;424.15;"2025-05-09 22:59:29"
4887;351;"notebook";96;4;318.53;"2025-05-09 22:59:29"
4888;921;"book";33;3;260.15;"2025-05-09 22:59:29"
4889;26;"book";78;4;60.22;"2025-05-09 22:59:29"
4890;107;"pen";99;3;403.85;"2025-05-09 22:59:29"
4891;199;"pen";41;5;201.58;"2025-05-09 22:59:29"
4892;389;"book";82;3;10.04;"2025-05-09 22:59:29"
4893;925;"pen";66;4;184.39;"2025-05-09 22:59:29"
4894;934;"notebook";91;1;44.44;"2025-05-09 22:59:29"
4895;780;"notebook";16;1;148.61;"2025-05-09 22:59:29"
4896;91;"notebook";100;1;172.93;"2025-05-09 22:59:29"
4897;725;"pen";38;3;77.87;"2025-05-09 22:59:29"
4898;557;"pen";26;2;290.61;"2025-05-09 22:59:29"
4899;522;"book";60;5;112.36;"2025-05-09 22:59:29"
4900;777;"pen";59;1;138.95;"2025-05-09 22:59:29"
4901;130;"book";73;4;177.54;"2025-05-09 22:59:29"
4902;65;"pen";1;1;483.16;"2025-05-09 22:59:29"
4903;118;"book";33;5;264.05;"2025-05-09 22:59:29"
4904;697;"notebook";91;5;314.04;"2025-05-09 22:59:29"
4905;13;"pen";61;3;417.23;"2025-05-09 22:59:29"
4906;216;"pen";39;1;402.41;"2025-05-09 22:59:29"
4907;152;"pen";77;3;190.18;"2025-05-09 22:59:29"
4908;554;"book";9;4;136.17;"2025-05-09 22:59:29"
4909;459;"book";16;1;271.26;"2025-05-09 22:59:29"
4910;75;"book";79;4;21.86;"2025-05-09 22:59:29"
4911;306;"book";44;5;66.35;"2025-05-09 22:59:29"
4912;755;"notebook";24;3;247.7;"2025-05-09 22:59:29"
4913;866;"book";8;1;47.64;"2025-05-09 22:59:29"
4914;313;"book";78;2;36.49;"2025-05-09 22:59:29"
4915;870;"pen";5;5;166.69;"2025-05-09 22:59:29"
4916;610;"notebook";70;4;159.21;"2025-05-09 22:59:29"
4917;345;"pen";55;2;278.16;"2025-05-09 22:59:29"
4918;35;"book";53;3;32.2;"2025-05-09 22:59:29"
4919;512;"pen";14;4;113.27;"2025-05-09 22:59:29"
4920;28;"notebook";77;1;315.12;"2025-05-09 22:59:29"
4921;857;"pen";96;1;260.68;"2025-05-09 22:59:29"
4922;8;"pen";14;4;27.12;"2025-05-09 22:59:29"
4923;298;"book";42;4;278.53;"2025-05-09 22:59:29"
4924;981;"pen";69;1;78.46;"2025-05-09 22:59:29"
4925;525;"pen";47;3;271.22;"2025-05-09 22:59:29"
4926;86;"notebook";97;1;274.81;"2025-05-09 22:59:29"
4927;427;"pen";59;3;101.87;"2025-05-09 22:59:29"
4928;590;"book";33;1;272.38;"2025-05-09 22:59:29"
4929;827;"pen";23;1;246.35;"2025-05-09 22:59:29"
4930;682;"book";13;4;44.17;"2025-05-09 22:59:29"
4931;348;"book";19;1;424.78;"2025-05-09 22:59:29"
4932;959;"notebook";44;2;353.64;"2025-05-09 22:59:29"
4933;993;"notebook";39;2;491.26;"2025-05-09 22:59:29"
4934;701;"book";21;2;48.85;"2025-05-09 22:59:29"
4935;270;"pen";65;1;321.63;"2025-05-09 22:59:29"
4936;461;"notebook";24;4;362.86;"2025-05-09 22:59:29"
4937;955;"pen";58;2;249.78;"2025-05-09 22:59:29"
4938;895;"notebook";11;2;263.68;"2025-05-09 22:59:29"
4939;162;"pen";93;1;469.96;"2025-05-09 22:59:29"
4940;379;"book";50;4;28.42;"2025-05-09 22:59:29"
4941;671;"book";23;5;432.22;"2025-05-09 22:59:29"
4942;963;"pen";39;1;259.48;"2025-05-09 22:59:29"
4943;419;"book";24;4;422.41;"2025-05-09 22:59:29"
4944;869;"book";90;2;229.47;"2025-05-09 22:59:29"
4945;888;"pen";45;3;232.17;"2025-05-09 22:59:29"
4946;212;"pen";60;2;127.96;"2025-05-09 22:59:29"
4947;489;"pen";22;2;425.17;"2025-05-09 22:59:29"
4948;840;"pen";20;5;69.66;"2025-05-09 22:59:29"
4949;89;"notebook";54;2;75.89;"2025-05-09 22:59:29"
4950;770;"pen";71;4;138.76;"2025-05-09 22:59:29"
4951;221;"book";62;2;127.91;"2025-05-09 22:59:29"
4952;309;"pen";8;4;134.45;"2025-05-09 22:59:29"
4953;948;"book";16;2;314.06;"2025-05-09 22:59:29"
4954;266;"pen";42;4;142.1;"2025-05-09 22:59:29"
